,primary key,target values,probability
169,9000170,0,2.9915723629587357e-05
170,9000171,0,0.0010005003781894599
171,9000172,0,3.7520378073617985e-05
172,9000173,0,1.1877503788496297e-05
173,9000174,0,0.0003329365313030092
174,9000175,0,0.00030485613868524243
175,9000176,0,2.7316203045081414e-05
176,9000177,0,3.6979076864412397e-06
177,9000178,0,2.6249449519282094e-05
178,9000179,0,5.764481987932064e-05
179,9000180,0,0.00020274253402666366
180,9000181,0,0.00018689178794273733
181,9000182,0,2.2285599560658622e-05
182,9000183,0,8.120155889217757e-06
183,9000184,0,8.86122815107997e-06
184,9000185,0,1.0648750641646033e-05
185,9000186,0,2.9886119613652437e-06
186,9000187,0,0.00010437551835339085
187,9000188,0,1.0621834869965492e-05
188,9000189,0,2.171929835595285e-05
189,9000190,0,4.480549906259613e-05
190,9000191,0,1.4090464014153014e-05
191,9000192,0,1.4849341655155516e-05
192,9000193,0,0.0001260633626590429
193,9000194,0,6.997864090287203e-05
194,9000195,0,4.5839966839043294e-05
195,9000196,0,2.919113139071567e-05
196,9000197,0,7.939704512406575e-06
197,9000198,0,2.9553571739629076e-06
198,9000199,0,1.173699005530237e-05
199,9000200,0,3.636264249754843e-06
200,9000201,0,1.7600327212110662e-05
201,9000202,0,1.4787909706457363e-05
202,9000203,0,1.240133521627683e-05
203,9000204,0,7.597342671644184e-06
204,9000205,0,1.1975703208181067e-05
205,9000206,0,2.396024909813878e-06
206,9000207,0,1.2968533973343232e-05
207,9000208,0,1.254782040253726e-05
208,9000209,0,4.747537790448859e-05
209,9000210,0,0.00010156667994454054
210,9000211,0,0.0007682856448606656
211,9000212,0,2.0946598553571693e-05
212,9000213,0,7.331982451071496e-06
213,9000214,0,9.35446497678078e-06
214,9000215,0,0.00017736980905763507
215,9000216,0,5.2337071262174286e-05
216,9000217,0,2.3985733566620284e-06
217,9000218,0,2.903188075718365e-05
218,9000219,0,9.515293958960422e-06
219,9000220,0,1.40614630859711e-05
220,9000221,0,4.37935983504972e-05
221,9000222,0,7.223419150840378e-06
222,9000223,0,8.306693791534397e-06
223,9000224,0,9.952984543393391e-05
224,9000225,0,0.008701322632997622
225,9000226,0,0.0003851690087523416
226,9000227,0,7.537001111505617e-05
227,9000228,0,5.991841182719606e-06
228,9000229,0,0.004262241970914802
229,9000230,0,0.004668206525862841
230,9000231,0,0.0001455080178204108
231,9000232,0,7.798353077313928e-05
232,9000233,0,0.001336323109974082
233,9000234,0,1.2914172271728038e-05
234,9000235,0,0.00023766494337230338
235,9000236,0,0.00010429448319793089
236,9000237,0,2.899095560597715e-06
237,9000238,0,1.4874059685430032e-05
238,9000239,0,9.167441488347727e-06
239,9000240,0,5.091568464837661e-06
240,9000241,0,0.001578292303402761
241,9000242,0,4.946215632596729e-06
242,9000243,0,5.182387006011638e-05
243,9000244,0,7.2776222145852785e-06
244,9000245,0,0.0019519731679487813
245,9000246,0,0.000266104154472988
246,9000247,0,4.834541930574877e-05
247,9000248,0,0.00012053954156721007
248,9000249,0,3.366159246615952e-06
249,9000250,0,1.2130795741541611e-05
250,9000251,0,8.756775800513992e-05
251,9000252,0,0.0001923301889835368
252,9000253,0,7.146013193539736e-05
253,9000254,0,2.399927341298518e-05
254,9000255,0,8.086718828430707e-05
255,9000256,0,0.00016995683760858823
256,9000257,0,0.00032066752125611034
257,9000258,0,3.6504735137869334e-06
258,9000259,0,8.983274470839706e-06
259,9000260,0,2.4772397575404116e-06
260,9000261,0,4.376132344694624e-05
261,9000262,0,0.0002891194349773411
262,9000263,0,5.652921006053564e-06
263,9000264,0,1.7194309906780026e-05
264,9000265,0,4.642028988434089e-06
265,9000266,0,1.38411082260857e-05
266,9000267,0,1.953361765645339e-05
267,9000268,0,3.116838147963055e-06
268,9000269,0,0.00018579744998710478
269,9000270,0,2.1079793030594656e-05
270,9000271,0,3.361178288213943e-06
271,9000272,0,1.1333712838095785e-05
272,9000273,0,4.937697932945246e-06
273,9000274,0,0.003485688186460114
274,9000275,0,5.4826107772006005e-06
275,9000276,0,0.00012240548395983127
276,9000277,0,0.0017390018674059982
277,9000278,0,0.0001787303445682815
278,9000279,0,2.2591174972930626e-05
279,9000280,0,6.889907366358968e-05
280,9000281,0,0.0002232651867123711
281,9000282,0,4.5453982358557915e-06
282,9000283,0,4.568476550893786e-05
283,9000284,0,4.4407588681343184e-05
284,9000285,0,1.389646025012809e-06
285,9000286,0,1.6505755092662e-05
286,9000287,0,1.0541605294794387e-05
287,9000288,0,2.348413961792762e-06
288,9000289,0,2.7567459291897945e-06
289,9000290,0,4.335801030986938e-06
290,9000291,0,4.361665284282977e-05
291,9000292,0,5.599581571000265e-05
292,9000293,0,5.549737095577665e-06
293,9000294,0,1.778505389227619e-06
294,9000295,0,2.158242565465858e-05
295,9000296,0,4.8848655549499735e-06
296,9000297,0,7.724142083915237e-06
297,9000298,0,9.031876382341723e-05
298,9000299,0,2.5257705085160563e-06
299,9000300,0,0.00011272177188423865
300,9000301,0,1.8444049490653883e-05
301,9000302,0,0.0001012998936379694
302,9000303,0,2.8151496325396608e-06
303,9000304,0,0.0007481855273458505
304,9000305,0,0.00018314746440251665
305,9000306,0,2.515563436242614e-06
306,9000307,0,6.007866550612066e-06
307,9000308,0,0.00013398715750885962
308,9000309,0,2.7733523820687836e-06
309,9000310,0,8.702631170653292e-06
310,9000311,0,5.3674421817350595e-05
311,9000312,0,0.00010684059968887332
312,9000313,0,0.0003512938980738701
313,9000314,0,6.511972173369403e-05
314,9000315,0,4.470686040428677e-06
315,9000316,0,1.53030532555348e-05
316,9000317,0,0.0034151018295353044
317,9000318,0,3.880530767710922e-05
318,9000319,0,0.00012548186659911166
319,9000320,0,7.907244751198347e-06
320,9000321,0,1.1859074215108573e-05
321,9000322,0,0.0006411204938080825
322,9000323,0,2.286867962449288e-05
323,9000324,0,6.683138126923902e-05
324,9000325,0,1.4923711709903078e-05
325,9000326,0,0.00019494479344303738
326,9000327,0,7.2539739482203085e-06
327,9000328,0,1.7096163922159952e-06
328,9000329,0,1.78374589575989e-06
329,9000330,0,0.00015045267970223674
330,9000331,0,2.7698201225181518e-05
331,9000332,0,0.00015055197477044168
332,9000333,0,1.3109617867802483e-06
333,9000334,0,1.9953518257443866e-06
334,9000335,0,0.00012570347601588658
335,9000336,0,5.3430930801962994e-05
336,9000337,0,9.205015754516702e-06
337,9000338,0,2.584010404298674e-06
338,9000339,0,6.910995916609087e-06
339,9000340,0,3.413506889464836e-06
340,9000341,0,8.043174790934297e-06
341,9000342,0,0.00013812635618677026
342,9000343,0,1.7584113233709135e-06
343,9000344,0,8.649304261101914e-06
344,9000345,0,6.566063846282558e-06
345,9000346,0,4.7431459761807775e-05
346,9000347,0,4.305650614137391e-05
347,9000348,1,0.7323707431096966
348,9000349,0,1.8619192681323658e-05
349,9000350,0,7.331982451071496e-06
350,9000351,0,1.5233098873896275e-05
351,9000352,0,0.0001995391944346131
352,9000353,0,0.001475783719764583
353,9000354,0,1.287282498918222e-05
354,9000355,0,8.255523476482174e-05
355,9000356,0,0.0002621669018664919
356,9000357,0,1.2358380871771944e-05
357,9000358,0,0.00039300416590288086
358,9000359,0,3.601749869617437e-05
359,9000360,0,3.584210407322112e-06
360,9000361,0,0.00020673090888969383
361,9000362,0,1.3693701338726948e-06
362,9000363,0,5.396238029065871e-05
363,9000364,0,8.965766592169845e-05
364,9000365,0,3.0437502827241884e-06
365,9000366,0,3.433858421671459e-05
366,9000367,0,1.1404466126796061e-05
367,9000368,0,7.10041806829472e-06
368,9000369,0,0.0005916695861164209
369,9000370,0,4.7703686183906225e-05
370,9000371,0,2.3930057004188082e-05
371,9000372,0,0.0005466818269578064
372,9000373,0,7.331982451071496e-06
373,9000374,0,8.338473749945534e-06
374,9000375,0,0.00028668467564333777
375,9000376,0,0.0012391898010638309
376,9000377,0,2.988614069077322e-06
377,9000378,0,1.3915708170794028e-05
378,9000379,0,0.00011315613610936354
379,9000380,0,1.3740268667247233e-05
380,9000381,0,1.5542876602217435e-05
381,9000382,0,3.6768231742362046e-05
382,9000383,0,1.1825472816966543e-05
383,9000384,0,0.00030211536744853974
384,9000385,0,0.0001332247857945155
385,9000386,0,9.614492799837176e-05
386,9000387,0,5.102406121473684e-06
387,9000388,0,0.000655336192676467
388,9000389,0,3.650569237761584e-06
389,9000390,0,1.9698542351291766e-05
390,9000391,0,4.056086701295916e-06
391,9000392,0,7.3451696676676e-05
392,9000393,0,1.896046085762306e-05
393,9000394,0,1.8938643184101458e-06
394,9000395,0,1.3764754794261041e-05
395,9000396,0,0.000716284962940701
396,9000397,0,0.00011463095586962833
397,9000398,0,3.388908613316317e-05
398,9000399,0,0.0003031331952177888
399,9000400,0,0.0003570991729905169
400,9000401,0,0.00015287778529562355
401,9000402,0,7.609832342700594e-05
402,9000403,0,2.02050466975082e-06
403,9000404,0,1.4267340190082573e-05
404,9000405,0,3.733752317064331e-05
405,9000406,0,2.032843556104716e-06
406,9000407,0,1.4212179730426516e-05
407,9000408,0,0.000665512379304163
408,9000409,0,0.00016406791868325469
409,9000410,0,0.002930389147449569
410,9000411,0,0.013273022354765027
411,9000412,0,9.576209635393354e-05
412,9000413,0,3.714524597701647e-06
413,9000414,0,4.1190513323427104e-05
414,9000415,0,1.9303661886384264e-05
415,9000416,0,6.302504020803238e-06
416,9000417,0,3.2926193854073474e-06
417,9000418,0,5.621177721865776e-05
418,9000419,0,2.1307887422661317e-05
419,9000420,0,2.3954231536513315e-05
420,9000421,0,1.1204088406758966e-05
421,9000422,0,4.9201211190712225e-06
422,9000423,0,2.9892261211629435e-05
423,9000424,0,0.00018166354385320069
424,9000425,0,1.2968525214274773e-05
425,9000426,0,1.387985273288397e-05
426,9000427,0,1.7458688575475235e-05
427,9000428,0,1.3190937521117014e-05
428,9000429,0,2.1132893280435248e-05
429,9000430,0,6.665465128279128e-05
430,9000431,0,9.953331692702438e-05
431,9000432,0,5.168557089062012e-05
432,9000433,0,6.566368551433979e-06
433,9000434,0,0.00020399184601553984
434,9000435,0,3.6347563156960785e-06
435,9000436,0,1.0287890945576435e-05
436,9000437,0,0.00017892305682594764
437,9000438,0,4.196804833870278e-06
438,9000439,0,1.1348284292799873e-05
439,9000440,0,0.0002231864625726404
440,9000441,0,1.860364675761985e-06
441,9000442,0,6.202127826113844e-05
442,9000443,0,0.00025691508152313354
443,9000444,0,3.0934577559566376e-06
444,9000445,0,1.4609208835059494e-05
445,9000446,0,5.1401221245046065e-05
446,9000447,0,1.7186225179190555e-05
447,9000448,0,5.00775319091862e-06
448,9000449,0,0.00044175012014641233
449,9000450,0,7.46940873640213e-06
450,9000451,0,0.00015195829868567854
451,9000452,0,2.9290615844816636e-06
452,9000453,0,9.84088963073543e-06
453,9000454,0,8.621777235014587e-05
454,9000455,0,5.7238730926169455e-06
455,9000456,0,4.084625541316671e-06
456,9000457,0,7.249144660391247e-06
457,9000458,0,4.254271222121194e-05
458,9000459,0,8.357159183373011e-05
459,9000460,0,0.11153619925553453
460,9000461,0,2.6047749475013993e-06
461,9000462,0,2.2977341125911554e-06
462,9000463,0,2.834022051882037e-06
463,9000464,0,0.00023867001975634645
464,9000465,0,1.9728381694134637e-05
465,9000466,0,0.000290146642093869
466,9000467,0,1.4136704139136011e-05
467,9000468,0,1.972179286301483e-05
468,9000469,0,2.3464823316441378e-05
469,9000470,0,3.0807280486296554e-05
470,9000471,0,1.2495518997909842e-05
471,9000472,0,4.980377595658439e-05
472,9000473,0,4.619131257718728e-06
473,9000474,0,3.7701335512452562e-06
474,9000475,0,7.92456689259533e-05
475,9000476,0,1.4081738365324615e-06
476,9000477,0,1.8658820569540159e-06
477,9000478,0,0.07947745880052037
478,9000479,0,1.9310597804122842e-06
479,9000480,0,3.066577391653986e-06
480,9000481,0,0.0004507398352148177
481,9000482,0,0.0012584393208832523
482,9000483,0,2.6006402779605667e-06
483,9000484,0,9.72603540048797e-05
484,9000485,0,4.027947171122359e-06
485,9000486,0,0.00013458282658784362
486,9000487,0,2.8341613214644443e-05
487,9000488,0,5.062013192698834e-06
488,9000489,0,0.0003515064474286317
489,9000490,0,5.114728539864538e-06
490,9000491,0,1.9442006402486646e-05
491,9000492,0,1.0099148389590491e-05
492,9000493,0,0.00015532105547088126
493,9000494,0,2.899021989538036e-06
494,9000495,0,6.7364922108853495e-06
495,9000496,0,0.0003483341221757599
496,9000497,0,6.930265671277002e-05
497,9000498,0,3.442943568855886e-06
498,9000499,0,5.886158894715007e-05
499,9000500,0,1.3944590769789614e-06
500,9000501,0,6.936993835453166e-05
501,9000502,0,2.4884656401841557e-05
502,9000503,0,9.486220503853556e-06
503,9000504,0,3.945361635045384e-06
504,9000505,0,0.00031650566739897996
505,9000506,0,2.400490452690592e-05
506,9000507,0,0.00013823968941541822
507,9000508,0,5.010063177633425e-05
508,9000509,0,0.0009835394404920667
509,9000510,0,1.2295287679156972e-05
510,9000511,0,2.702386882499292e-06
511,9000512,0,3.1034482194509298e-06
512,9000513,0,2.7017973567909378e-05
513,9000514,0,7.732638681262523e-06
514,9000515,0,7.07390870604811e-05
515,9000516,0,4.856753901987e-06
516,9000517,0,2.5548539439329597e-05
517,9000518,0,0.0035741522344449246
518,9000519,0,0.001344608906826019
519,9000520,0,1.391770337767743e-06
520,9000521,0,6.084088855286855e-05
521,9000522,0,0.0004544992731461287
522,9000523,0,3.1871080380204405e-05
523,9000524,0,4.899328946433996e-05
524,9000525,0,0.0006631775101776806
525,9000526,0,9.693746529361132e-06
526,9000527,0,7.334563526863522e-06
527,9000528,0,7.6598935573173e-05
528,9000529,0,8.192634377620014e-05
529,9000530,0,5.210406158726331e-06
530,9000531,0,5.240263149602067e-05
531,9000532,0,3.584223915379009e-05
532,9000533,0,0.00020607635779325748
533,9000534,0,0.0016960735722573491
534,9000535,0,2.7286573485898573e-05
535,9000536,0,1.7723535058162398e-05
536,9000537,0,9.148331482732882e-06
537,9000538,0,0.00022604008850023397
538,9000539,0,0.00104096997971539
539,9000540,0,8.298247573805043e-05
540,9000541,0,2.4366641523262023e-05
541,9000542,0,1.0024750179397146e-05
542,9000543,0,0.00020243042908257998
543,9000544,0,0.00012996158926270254
544,9000545,0,0.0001041417661505138
545,9000546,0,9.667181483847986e-05
546,9000547,0,4.334796419557051e-05
547,9000548,0,3.1494513134756034e-05
548,9000549,0,0.4858406539413588
549,9000550,0,2.7421143882274953e-06
550,9000551,0,5.849892765077251e-06
551,9000552,0,5.357422379477546e-06
552,9000553,0,2.9678300318536518e-05
553,9000554,0,3.762095748048347e-05
554,9000555,0,1.6472377039121835e-06
555,9000556,0,2.9290615844816636e-06
556,9000557,0,6.332813456673349e-06
557,9000558,0,0.00037671680664960337
558,9000559,0,6.176790892991799e-06
559,9000560,0,1.5558328486848968e-05
560,9000561,0,2.1607244568636774e-05
561,9000562,0,4.72555222587754e-05
562,9000563,0,2.2826582924101934e-05
563,9000564,0,9.85049773829419e-06
564,9000565,0,9.97515801380187e-06
565,9000566,0,0.00014219437731881798
566,9000567,0,0.00013068073238858296
567,9000568,0,3.7837932652026028e-06
568,9000569,0,0.0005328862430608465
569,9000570,0,6.223050780679328e-06
570,9000571,0,5.957507383799159e-06
571,9000572,0,0.05082496912437018
572,9000573,0,3.4748565394928406e-05
573,9000574,0,1.220983847331668e-05
574,9000575,0,9.951443611691799e-06
575,9000576,0,3.6976826200879324e-05
576,9000577,0,1.716578318132701e-06
577,9000578,0,4.634353609230613e-06
578,9000579,0,2.7853346173575834e-05
579,9000580,0,0.001801425946971133
580,9000581,0,2.1258777830736925e-06
581,9000582,0,3.0436944048649094e-06
582,9000583,0,0.0001568176829819398
583,9000584,0,6.717683385168556e-05
584,9000585,0,9.535232625277393e-05
585,9000586,0,4.251383136713736e-05
586,9000587,0,0.0008948526409162485
587,9000588,0,7.657930858089e-05
588,9000589,0,0.00029183656748096024
589,9000590,0,3.977157813536545e-06
590,9000591,0,5.372817959577238e-06
591,9000592,0,1.2338444505556388e-06
592,9000593,0,1.1377353755902238e-05
593,9000594,0,5.604758745062895e-05
594,9000595,0,0.00011839704747160611
595,9000596,0,2.6615233344448215e-06
596,9000597,0,6.851716605216215e-05
597,9000598,0,0.00011328970664144746
598,9000599,0,3.9562155482897534e-06
599,9000600,0,2.8653840798798157e-05
600,9000601,0,1.449815466007869e-06
601,9000602,0,1.0262712366668539e-05
602,9000603,0,2.80981004443754e-05
603,9000604,0,4.887685489290116e-06
604,9000605,0,9.32144767848849e-06
605,9000606,0,1.2163850785104777e-06
606,9000607,0,4.3219013005839604e-05
607,9000608,0,8.437240720696676e-06
608,9000609,0,3.242757726151613e-05
609,9000610,0,5.249208822360235e-05
610,9000611,0,3.673514044134469e-05
611,9000612,0,0.0006636698261592583
612,9000613,0,6.276735876207208e-05
613,9000614,0,1.3097069941968133e-05
614,9000615,0,5.227028867097086e-06
615,9000616,0,7.907664097166324e-05
616,9000617,0,5.383306961594628e-05
617,9000618,0,5.718218973527114e-05
618,9000619,0,5.657310313459304e-05
619,9000620,0,2.0887992087226103e-05
620,9000621,0,0.00016036938040195483
621,9000622,0,1.6704654477337652e-06
622,9000623,0,6.614029583806444e-05
623,9000624,0,5.629666949507102e-06
624,9000625,0,1.172058904676851e-05
625,9000626,0,0.0011070588526171173
626,9000627,0,0.0006340852577227114
627,9000628,0,3.0139841100456454e-06
628,9000629,0,1.233068238588189e-05
629,9000630,0,2.4950201224838035e-05
630,9000631,0,3.7582907802962156e-05
631,9000632,0,1.6376719095759552e-06
632,9000633,0,0.0002614337768814509
633,9000634,0,3.1701691692201413e-05
634,9000635,0,7.1593831932723735e-06
635,9000636,0,4.94082027624669e-06
636,9000637,0,2.1481448223256007e-06
637,9000638,0,2.873265583904292e-05
638,9000639,0,4.997457539520438e-05
639,9000640,0,1.0437073038431652e-05
640,9000641,0,3.4493470397861705e-06
641,9000642,0,0.00012801946216654754
642,9000643,0,2.105364895488918e-06
643,9000644,0,3.0121140034783182e-06
644,9000645,0,0.0002430645633037974
645,9000646,0,0.00010730724480050172
646,9000647,0,4.9105297708590044e-05
647,9000648,0,9.669944451337763e-05
648,9000649,0,3.472430493775624e-05
649,9000650,0,0.0002966998022600962
650,9000651,0,4.3518338323536476e-05
651,9000652,0,0.00010012658132431758
652,9000653,0,6.5158203288487435e-06
653,9000654,0,4.265069361898626e-06
654,9000655,0,8.80110124255757e-05
655,9000656,0,1.3697430260553366e-05
656,9000657,0,6.603228355284133e-05
657,9000658,0,0.00015626222996448458
658,9000659,0,3.202075636942999e-05
659,9000660,0,4.2352214530634106e-05
660,9000661,0,3.9386985148392705e-05
661,9000662,0,1.1825706107995431e-05
662,9000663,0,0.01932144741263911
663,9000664,0,3.3226310831143253e-06
664,9000665,0,0.00015826140993213515
665,9000666,0,6.974674170407197e-05
666,9000667,0,2.9072143361873427e-06
667,9000668,0,8.394166472696759e-06
668,9000669,0,2.0632413818181263e-06
669,9000670,0,4.13411044330044e-06
670,9000671,0,3.0139841100456454e-06
671,9000672,0,1.1112331973637664e-06
672,9000673,0,2.202380572075022e-06
673,9000674,0,0.0010483234246694514
674,9000675,0,0.0002817731705089742
675,9000676,0,4.9401149281911414e-05
676,9000677,0,1.1869378075155434e-05
677,9000678,0,9.057756085548713e-06
678,9000679,0,3.09338939969299e-06
679,9000680,0,2.0378736578375083e-05
680,9000681,0,0.0003460887876574905
681,9000682,0,0.00013268776984798878
682,9000683,0,6.990190346478097e-05
683,9000684,0,1.4840010384235278e-05
684,9000685,0,8.6117642982202e-05
685,9000686,0,1.8427351262130275e-05
686,9000687,0,5.8472077206760345e-06
687,9000688,0,1.7499107957661195e-05
688,9000689,0,1.2041578476306472e-05
689,9000690,0,0.0013228000947181646
690,9000691,0,8.556376916746611e-05
691,9000692,0,2.63120834498427e-06
692,9000693,0,0.015084491537850265
693,9000694,0,3.865379475328846e-06
694,9000695,0,8.201708913643057e-05
695,9000696,0,6.7819028186238415e-06
696,9000697,0,9.456232412518547e-06
697,9000698,0,5.830655618005386e-06
698,9000699,0,5.116024407463697e-05
699,9000700,0,0.0004676677063508815
700,9000701,0,1.086458612462572e-05
701,9000702,0,9.482977724289095e-06
702,9000703,0,2.4879165850206293e-06
703,9000704,0,0.0036438932319676105
704,9000705,0,0.0010831832545859059
705,9000706,0,3.262282220375703e-06
706,9000707,0,8.863363925661378e-05
707,9000708,0,4.509820445313214e-05
708,9000709,0,0.0003320674251900527
709,9000710,0,6.592968391792098e-06
710,9000711,0,2.5965211182874373e-05
711,9000712,0,2.3930996145739182e-05
712,9000713,0,1.3433839910786658e-06
713,9000714,0,0.00021554073574125247
714,9000715,0,1.4986316870367604e-06
715,9000716,0,1.340589773611836e-05
716,9000717,0,6.845015912327535e-06
717,9000718,0,9.329644142849437e-06
718,9000719,0,9.539521530581342e-05
719,9000720,0,1.1063642569490878e-05
720,9000721,0,3.575373514742622e-05
721,9000722,0,2.315353163253732e-05
722,9000723,0,1.4776005459491954e-05
723,9000724,0,8.544358499425907e-06
724,9000725,0,8.543250481713581e-06
725,9000726,0,2.6518469837579987e-05
726,9000727,0,2.553430190116337e-06
727,9000728,0,3.9025762479393185e-06
728,9000729,0,1.6170793306474831e-06
729,9000730,0,1.3902992848633926e-05
730,9000731,0,1.0265215177830843e-05
731,9000732,0,0.0003182243662255487
732,9000733,0,7.331982451071496e-06
733,9000734,0,3.700649732717621e-06
